	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	f75	f76	f77	f78	f79	f80	f81	f82	f83	f84	f85	f86	f87	f88	f89	f90	f91	f92	f93	f94	f95	f96	f97	f98	f99	f100	f101	f102
71	0.13151	-0.59227	0.45885	3e-05	0.0046	-0.00014	0.07183	-28.97996	0.33069	-0.00023	-0.00472	0.00013	0.10901	-9.60066	0.83234	3e-05	0.00183	-3e-05	0.04675	-11.0221	-0.21318	-0.00016	0.00299	0.00018	0.04688	-15.80609	0.07895	-2e-05	-0.00028	-1e-05	0.05213	-3.1299	0.57749	-6e-05	-0.00601	-0.00013	0.00668	38.77729	-0.07756	0.00012	0.00572	0.00018	0.08034	85.20574	0.83351	0.00035	0.00685	-7e-05	-0.02084	42.54621	-0.29959	7e-05	0.0062	-0.0001	0.01585	-56.03792	0.07426	-0.00033	-0.01555	-0.00014	0.10929	101.74987	1.06795	0.00048	0.014	0.00089	0.03842	31.42672	0.15621	0.0001	0.00215	4e-05	-0.03031	99.75506	0.24025	0.00041	0.01268	-3e-05	-0.0026	-169.78629	0.18372	-0.00099	-0.023	-0.00015	-0.05425	54.11835	-0.46363	0.00027	0.00756	0.00027	-0.11821	72.25741	-0.84302	0.00051	0.01375	-2e-05	-0.1278	22.31349	-0.77671	-0.0	-0.00193	-0.00029
72	0.16253	-80.12306	0.11586	5e-05	0.00593	-0.00029	0.02219	133.11511	0.09865	0.00088	0.02149	-0.00025	-0.02986	-5.80865	0.20909	0.00016	-0.00353	3e-05	-0.09335	5.27183	-0.31636	-0.00035	-0.00199	-0.00018	-0.18809	-2.67921	-0.53874	0.0001	-0.00264	5e-05	0.00664	-63.94304	-0.58314	-0.00047	-0.01277	-0.00063	-0.04085	-34.39072	-0.4466	9e-05	-0.00775	-0.00015	-0.02094	155.54779	0.14449	0.00072	0.01445	0.00182	-0.03238	368.35399	-0.09324	0.00275	0.05569	-0.00034	-0.1103	169.61594	-0.51969	0.00147	0.03151	8e-05	-0.0211	44.15937	-0.58569	0.00038	0.0127	5e-05	-0.07018	3.69156	-0.39754	0.00019	0.00349	-9e-05	-0.091	-68.12802	-0.27015	-0.00033	-0.01031	0.00011	-0.03239	-235.99152	-0.34268	-0.00143	-0.03715	-0.00103	0.06062	-211.52362	0.37763	-0.00137	-0.03995	1e-05	-0.19264	49.90782	-1.56038	0.00065	0.01115	0.00051	0.1104	110.92858	1.31392	0.00104	0.029	-0.00027
73	0.01254	44.03506	0.64652	0.00045	0.00326	-0.00038	-0.07714	120.72962	-0.76179	0.00067	0.01974	-0.00044	-0.03741	-159.92304	-0.31541	-0.00103	-0.02012	-4e-05	-0.07193	-37.04281	-1.24015	-6e-05	0.00907	-0.00027	-0.0778	-219.12318	-0.94614	-0.00136	-0.02821	0.00035	-0.02847	-11.11231	-0.22071	-0.00066	-0.00552	0.0005	0.01301	-129.69549	-0.3263	-0.00025	-0.01662	-6e-05	0.01951	-33.34677	0.3874	-5e-05	-0.00197	-0.00026	0.12578	-55.84314	1.24601	-0.00015	-0.01656	0.0003	0.02603	-74.39017	0.74779	-0.00109	-0.02128	0.00012	0.13677	-85.84689	1.14064	-0.00026	-0.01713	0.00016	-0.063	-26.30866	0.03882	-5e-05	-0.00057	-0.00026	-0.04542	-145.84386	-0.70636	-0.00046	-0.01774	0.0	-0.02092	58.33751	0.00438	-0.00028	0.00192	0.00013	-0.02939	-170.6369	-0.75167	-0.00108	-0.01839	0.00051	-0.0554	67.7235	-0.97495	0.0004	0.01661	0.0	-0.08772	-189.39761	-0.7624	-0.00118	-0.02793	-0.00036
74	-0.05842	-55.03247	-0.48979	-0.00029	-0.00749	-0.00037	-0.06025	-74.7993	-0.46715	-0.00033	-0.008	-0.00012	-0.00511	-55.38845	-0.03834	-0.0004	-0.01623	-0.00026	0.07357	14.88515	-0.02513	0.0002	0.01299	0.00052	0.0383	-23.9758	0.22342	-0.0001	-0.00046	8e-05	-0.09425	14.18255	-0.20781	0.00019	0.00301	0.00019	0.09152	22.51517	0.33485	0.00037	0.00596	-0.00039	0.01177	76.65583	-0.22935	0.00048	0.01555	-0.00014	-0.05347	-64.99452	-0.31701	-0.00045	-0.00721	8e-05	-0.01776	16.39785	-0.01011	0.00016	-0.00106	0.00037	0.10112	-34.85875	1.02254	-0.00035	-0.01183	-0.00029	-0.06084	-33.4425	-0.41487	-0.00016	0.00164	0.00022	-0.00991	39.7387	-0.30706	0.00031	0.00718	-0.00039	0.00282	8.53741	0.68661	-0.00026	-0.01337	0.00071	-0.08851	58.72235	-0.7244	0.00038	0.00525	6e-05	-0.05995	-126.89592	-0.54988	-0.00081	-0.0182	-0.00021	0.01394	135.12309	0.33604	0.00073	0.01752	-0.00018
75	0.07047	17.79069	0.78443	0.0002	0.00534	-1e-05	-0.03827	-15.79355	-0.49128	5e-05	0.00221	1e-05	-0.0049	54.99499	0.03856	0.00014	0.00643	-0.00015	0.01483	17.9388	-0.01223	0.00015	0.00099	4e-05	-0.05009	-118.79847	-0.46899	-0.00063	-0.01901	-9e-05	-0.04644	-21.02996	-0.55496	-2e-05	0.00305	0.00034	-0.07543	25.16402	-0.93378	0.00023	0.01198	-1e-05	-0.03101	-45.42878	-0.26819	-0.00047	-0.00633	0.00011	0.09506	70.09318	0.77899	0.00039	0.00769	-1e-05	-0.08091	-30.65206	-0.29831	-0.00027	-0.00566	0.00011	0.03262	7.33496	0.12566	-0.0	0.00243	-0.00034	0.08004	-10.76946	0.13827	-0.00016	-0.00566	0.00018	0.00866	60.58751	0.15413	0.00044	0.00867	2e-05	-0.07125	-74.64675	-0.15743	-0.00056	-0.01816	1e-05	-0.0029	-47.90933	-0.36383	-0.00023	-0.00421	-3e-05	-0.05573	6.7639	-0.56571	7e-05	0.00301	-0.00023	0.10654	-6.81545	0.58117	8e-05	-0.00183	1e-05
76	-0.06488	-54.51056	-0.80695	-0.00021	-0.00717	-0.00018	-0.05754	-36.10786	-0.26239	-0.00018	-0.00611	-0.00016	0.00121	-4.12783	-0.42864	-2e-05	-0.0003	0.00019	0.03774	-156.4371	0.09786	-0.00073	-0.01793	-3e-05	0.02048	61.18916	-0.34105	0.00052	0.01742	7e-05	0.06316	-73.31952	0.27353	-0.00029	-0.00747	-0.00023	-0.04772	-50.90133	-0.34705	-0.00029	-0.00729	-0.00025	0.04083	-14.93309	0.36812	-0.00019	-0.00632	-0.00018	-0.03973	20.97875	-0.30206	0.0003	0.00413	-4e-05	0.02221	22.0119	0.18454	0.00021	0.00676	-0.00017	-0.04701	18.57324	-0.29222	0.00021	0.00461	-0.00022	0.0114	-14.29296	-0.19218	-0.0001	0.00189	0.00015	0.02748	-77.0284	-0.28861	-0.00056	-0.01023	-3e-05	0.00312	75.39629	0.01319	0.00059	0.01557	-0.0002	0.0662	19.36274	0.14275	0.00015	0.00309	-1e-05	-0.02787	9.31182	0.13021	-3e-05	-0.0048	0.00016	0.06715	-22.29758	0.29912	7e-05	0.00294	-2e-05
77	0.01634	-102.71725	-0.01968	-0.00034	-0.00941	-0.00011	-0.05501	-18.47496	-0.47717	-0.00016	-0.00036	-2e-05	0.02049	-34.83076	0.2609	-0.00024	-0.00871	0.0001	-0.05071	-17.76479	-0.26359	-0.00011	-0.00375	-5e-05	-0.08265	19.79467	-0.54072	0.00013	0.00391	3e-05	-0.05403	-30.98989	-0.4711	-3e-05	-0.00177	-0.0001	-0.01864	45.09122	0.01028	0.00023	0.00531	-2e-05	0.00608	-4.71513	-0.10508	-6e-05	-0.00231	-1e-05	-0.00145	-54.0788	-0.07683	-0.00041	-0.00671	0.0001	-0.01392	-34.23477	-0.12837	-0.00031	-0.00782	6e-05	0.00233	20.38549	-0.11587	0.00025	0.0078	8e-05	-0.02588	17.05446	0.02285	3e-05	0.00031	0.00012	-0.03417	-19.84709	-0.30524	-0.0	-0.00049	9e-05	-0.00664	-17.29614	0.13014	-2e-05	-0.00059	3e-05	0.0182	-65.92122	0.06438	-0.00039	-0.01141	-3e-05	-0.02825	67.15018	-0.11284	0.00036	0.01082	0.00021	0.0161	-31.47087	0.08791	-0.00015	-0.00488	-1e-05
78	-0.20669	135.00586	-0.96119	0.0007	0.01199	-0.00026	0.03769	-42.64499	0.156	-0.00028	-0.00629	4e-05	0.0752	-142.4806	-0.38756	-0.00039	-0.00255	1e-05	-0.02157	-78.22118	-0.83892	-0.00068	-0.01062	-7e-05	-0.05593	88.72823	-0.65321	0.0007	0.0215	-0.00029	0.00605	-54.57749	-0.33555	-0.00021	-0.00264	7e-05	-0.04597	-43.294	-0.498	-0.00015	-0.01079	-0.00018	0.07686	16.31161	0.69128	7e-05	-0.0021	-0.00039	-0.00764	57.10488	0.45366	0.0002	-0.00298	0.00073	0.01611	172.60802	-0.33452	0.00125	0.02693	-0.00036	0.08313	-99.7283	0.8663	-0.00028	-0.00741	0.00015	-0.07697	-34.22171	-0.20443	-0.0002	-0.01358	0.0005	0.16777	-6.17002	-0.20052	0.0001	0.01567	0.00022	0.04877	37.61185	0.22389	0.00032	0.00633	8e-05	-0.02675	-11.21344	0.04134	0.00024	0.00535	-0.00037	0.03592	151.77539	-0.45611	0.0011	0.036	0.0004	0.06231	57.60332	-0.69993	0.00056	0.02357	-0.00045
79	-0.05408	-88.1969	-0.65159	-0.00046	-0.01	-8e-05	0.02278	33.39095	-0.28204	0.00033	0.00792	-7e-05	0.01015	-4.42576	0.12448	0.00016	0.0034	4e-05	-0.04304	-77.19872	-0.15196	-0.00038	-0.01172	7e-05	0.03054	17.24158	-0.26109	0.00015	0.00419	-1e-05	-0.06353	-71.22492	-0.68974	-0.00033	-0.00549	-0.00015	-0.09184	69.62663	-0.46364	0.00054	0.00983	4e-05	-0.01103	9.27863	0.08459	0.00019	0.00793	0.00017	-0.02577	26.82222	-0.43695	0.00029	0.00387	-7e-05	0.02864	-31.38553	-0.04821	-0.0003	-0.00465	-0.00031	0.07811	-23.63779	0.59193	9e-05	0.00049	4e-05	0.01487	33.17939	-0.01088	0.00036	0.00463	7e-05	0.00823	-44.85611	-0.23846	-0.00025	-0.00513	-8e-05	0.08871	65.51847	0.22774	0.00037	0.01183	2e-05	-0.04106	-29.05589	0.17837	-0.00013	-0.0077	4e-05	-0.00124	23.08176	0.09695	0.00027	0.00224	0.0001	-0.09624	0.91784	-0.28409	0.00012	0.0011	0.00013
80	-0.043	5.06897	-0.15847	-0.00019	-0.00949	8e-05	-0.15044	-14.85609	-0.5507	-0.00017	-0.00712	0.00061	0.07695	-93.50063	0.00886	-0.00055	-0.00622	0.00028	0.01941	-83.06117	-0.27989	-0.00036	-0.01162	5e-05	-0.03012	-22.60766	-0.04129	-0.0002	-0.00829	-0.00014	-0.09069	-20.5831	-0.39251	8e-05	-0.00207	3e-05	-0.09602	82.69682	-0.54022	0.00038	0.01118	-0.00027	-0.01802	-81.73182	0.24823	-0.00055	-0.01355	0.00013	-0.00839	62.65495	0.25916	0.00025	0.0031	-0.00015	-0.05271	-1.20508	-0.7942	9e-05	0.00628	-0.0003	-0.00485	115.18749	-0.10998	0.00077	0.01658	-0.00033	0.06132	-18.62883	0.34631	-0.00023	-0.00261	-0.00013	0.04293	-40.56921	0.31702	-0.00034	-0.01118	0.00011	0.06332	-23.02835	0.19708	-0.00012	-0.00141	-0.0002	-0.09111	23.67742	-0.40901	-6e-05	-0.00046	4e-05	-0.01302	-16.86017	0.09607	-3e-05	-0.00442	-0.00013	-0.00778	25.91569	-0.178	0.00044	0.00959	-5e-05
81	0.07902	-43.57995	0.15112	-8e-05	0.0014	7e-05	0.01495	38.07491	-0.11759	0.00027	0.00715	0.00014	0.04505	23.65605	0.13446	0.00023	0.00751	6e-05	0.12154	51.66159	1.06416	0.0003	0.00724	-1e-05	0.04011	-24.7688	-0.15786	-0.00013	0.0034	-0.00039	-0.02719	28.69442	-0.34898	0.00027	0.00973	6e-05	0.02751	-60.9455	-0.26858	-0.00025	-0.00385	0.00026	0.07909	83.34693	0.59896	0.00031	0.00803	-5e-05	0.01285	-13.70077	-0.08451	0.00012	0.00239	-0.00017	0.01875	-30.33445	-0.05116	-0.00025	-0.00274	0.0001	-0.00626	42.73038	-0.07891	0.00036	0.01011	6e-05	-0.02505	-11.2593	-0.17738	1e-05	0.00104	-0.00022	-0.03268	28.04719	-0.40466	0.0003	0.00737	0.0002	-0.06113	-4.5939	-0.48644	-2e-05	0.00223	-2e-05	-4e-05	-3.52472	-0.09198	7e-05	-0.00096	-7e-05	-0.08412	31.65022	-0.40256	0.00015	0.00664	-6e-05	-0.01325	-13.61011	-0.05537	-2e-05	-0.00419	7e-05
82	-0.07397	-62.86748	-0.59657	-0.00061	-0.00912	-1e-05	-0.05515	166.76244	-0.13356	0.00083	0.02327	0.00064	0.05482	-114.25169	0.62762	-0.00063	-0.01925	0.00058	-0.06014	55.29696	-0.34941	0.00014	0.00554	0.00072	-0.0303	-9.54136	0.09413	-0.00016	-0.00163	-0.00013	-0.06061	12.29204	-1.08224	0.00026	0.013	0.0012	0.06301	62.40498	-0.02084	0.00046	0.01744	-0.00026	0.05266	28.75941	0.37554	4e-05	0.00011	1e-05	-0.00599	-36.84941	-0.33533	-0.00034	-0.00559	0.00038	-0.02361	-15.61978	-0.47187	4e-05	0.00102	-0.0	-0.04064	-63.21207	-0.0425	-0.00049	-0.01675	-0.00023	-0.17891	12.88006	-0.39355	0.00023	-0.0127	0.00024	-0.01605	-117.87988	-0.3381	-0.00017	-0.00818	-0.00037	-0.02665	-11.56823	0.31644	-0.00013	-0.00682	0.00023	0.04155	-75.91701	-0.44586	-0.00045	-0.00902	-9e-05	0.13797	66.95267	0.49519	0.00044	0.014	2e-05	-0.15933	-69.52802	-0.58106	-0.00077	-0.01853	-5e-05
83	-0.01272	-94.79091	-0.29557	-0.00047	-0.00617	-0.00031	-0.02637	10.46885	-0.51299	-2e-05	0.00225	0.00043	-0.0472	86.94579	-0.18418	0.0004	0.01275	0.00027	-0.07659	78.74337	-0.1271	0.00033	0.00478	0.00023	0.00108	-104.63551	-0.06483	-0.00058	-0.01557	-9e-05	-0.05554	4.69724	-0.58355	-0.0003	0.00391	0.00035	0.22597	-3.90441	1.31861	-0.0001	0.00699	-5e-05	0.06704	68.97798	0.40555	0.00045	0.00857	0.00027	0.01349	73.13635	-0.46708	0.0006	0.01572	-8e-05	-0.04857	-74.68624	-0.52911	-0.00042	-0.01075	0.0	-0.06259	-20.88677	0.07247	-0.00039	-0.01549	-0.00016	-0.13872	-57.28023	-0.93626	-0.00033	-0.00932	-6e-05	0.02952	154.66478	0.83353	0.00073	0.01986	-8e-05	-0.04428	-161.56759	0.01709	-0.00096	-0.02461	-0.00035	-0.0444	11.81845	0.07425	3e-05	0.00098	-0.00012	-0.11129	118.57886	-0.1644	0.00057	0.01621	0.00041	0.00398	-12.67144	-0.17572	-3e-05	-0.00309	-0.00072
84	0.001	52.48681	-0.22796	0.00055	0.01963	-0.0003	-0.14676	3.84824	-0.94494	2e-05	0.00074	-5e-05	0.00435	50.05043	-0.06709	0.00034	0.00965	4e-05	0.01789	61.45208	-0.06198	0.00024	0.00682	0.00029	-0.03929	-127.86596	-0.71063	-0.00064	-0.01529	-0.00022	-0.04743	-16.82216	-0.14849	-0.00032	-0.007	-6e-05	0.00559	-36.12699	0.07729	-0.00015	-0.00924	-0.00015	-0.07214	28.0898	-0.72489	0.00048	0.01622	-5e-05	0.0276	47.01615	0.44642	0.00034	0.00727	0.00021	0.00338	-35.05997	0.09438	-0.00035	-0.00953	-0.00037	0.02373	77.25216	0.39024	0.0006	0.00857	9e-05	-0.14358	-15.46651	-0.5626	-0.00011	-0.00801	-3e-05	0.04075	-49.87907	0.57039	-0.00028	-0.0124	-0.00032	0.01422	-40.70543	-0.02644	-0.00011	-0.00285	0.00022	-0.02364	67.0837	-0.38171	0.00042	0.0103	0.00013	0.05309	-23.26274	-0.2126	-0.0001	0.00445	-0.00015	0.07956	42.79113	0.81972	0.00039	0.00899	0.0002
85	-0.00236	-69.10638	0.22347	-0.0004	-0.00939	0.00037	-0.08389	-30.41485	-0.24951	-0.00035	-0.01115	0.00013	-0.02195	146.72251	-0.51646	0.0007	0.02273	-0.00012	0.03138	-40.48871	-0.16655	-0.00024	-0.00471	-0.00036	-0.02401	-96.47714	0.06299	-0.00048	-0.01898	-0.00019	-0.0601	50.18147	-0.2327	0.00033	0.00667	-2e-05	0.13254	-127.12397	0.26755	-0.0007	-0.01269	0.00019	0.07246	-49.18092	0.18106	-0.00011	0.00167	0.00033	-0.05073	-78.82489	-0.34701	-0.00045	-0.01226	0.00024	-0.06218	93.15791	-0.6696	0.00069	0.01949	-2e-05	0.00356	-43.41509	-0.67951	-4e-05	0.00297	0.00021	-0.00776	-116.12891	-0.26907	-0.00088	-0.02333	-0.00049	-0.04369	-30.12108	-0.34553	-0.00019	-0.00407	-0.00015	-0.01372	-0.7132	0.29461	-2e-05	-0.0028	-0.00019	-0.06496	-1.82412	-0.08657	-0.0001	-0.00362	-0.00019	-0.02189	-9.40329	-0.09323	-4e-05	-0.00128	-0.00028	-0.04123	-93.71365	-0.33113	-0.00048	-0.01295	-0.0001
86	0.00718	-30.5174	-0.13703	-0.00011	-0.00021	4e-05	-0.08549	-47.37105	-1.02642	-0.00018	-0.0024	-8e-05	0.0753	-42.08943	0.2088	-0.00014	-0.00188	-9e-05	-0.03072	144.06142	-0.04649	0.00055	0.01766	3e-05	-0.11241	-34.31144	-0.92985	-0.00021	-0.00559	0.00015	-0.01069	-93.46739	-0.2507	-0.00037	-0.0095	2e-05	-0.07497	115.22944	-0.59978	0.00071	0.01829	-0.00016	0.07947	19.21976	0.47747	-8e-05	-0.00531	7e-05	0.04971	-28.73147	-0.01416	-3e-05	-0.00091	-9e-05	-0.08786	-122.96234	-1.18389	-0.0005	-0.0141	0.00021	0.09721	70.52867	0.48915	0.00022	0.00947	-0.00016	-0.06357	-17.967	-0.2664	-0.00044	-0.01321	0.00012	-0.1105	62.06534	-0.58891	0.00026	0.00783	0.00021	-0.10387	-97.65228	-0.123	-0.00038	-0.01138	-0.00015	-0.10568	72.45843	-0.20507	0.0005	0.01168	-3e-05	-0.05681	-77.01764	-0.08346	-0.00052	-0.02029	-7e-05	0.07152	84.48771	1.11727	0.00061	0.01312	-0.0001
87	-0.02892	-39.27342	-0.60945	3e-05	-0.00163	-0.00021	-0.16268	38.76732	-1.40455	0.0004	0.01644	0.00052	0.01793	-121.99798	0.34997	-0.00064	-0.01612	6e-05	0.04955	-46.44011	0.7417	-0.00042	-0.01625	-0.00032	-0.032	-7.06577	-0.1911	-1e-05	-0.00275	3e-05	0.03702	-107.073	-0.37165	-0.00021	-0.00585	-0.00024	0.08263	-25.04916	0.23167	7e-05	0.00402	0.00017	-0.02324	49.59417	0.0431	0.0001	0.00503	-0.0004	0.21882	-57.40064	0.31771	-0.00025	0.00743	3e-05	0.0426	42.1869	0.55367	0.00018	0.0002	-0.00014	0.04935	-8.13065	0.039	0.00027	0.00648	-0.00011	-0.23637	-59.81448	-1.47735	-4e-05	-0.00515	-0.00031	-0.04109	20.34969	0.25802	0.00021	-0.00084	-0.00041	0.07805	-122.44581	0.58139	-0.00068	-0.01609	0.00013	0.04649	20.49815	0.03914	0.00019	0.00661	-0.00044	0.02542	34.6743	0.12461	0.00038	0.01274	-5e-05	0.03138	195.62029	0.00917	0.00112	0.03444	0.00041
88	0.03436	-39.64752	0.09719	-0.00028	0.00214	-0.00029	-0.07524	136.97737	-0.91417	0.00089	0.02117	-0.00019	0.06574	-20.32526	0.22119	-8e-05	-0.00123	-0.00011	-0.00275	20.39308	0.63005	-1e-05	-0.00474	0.00022	-0.06103	-21.48697	-0.67191	7e-05	0.00154	-0.0	-0.04041	-1.81756	-0.43263	-1e-05	-0.00152	-0.00038	-0.02584	-49.7859	0.10149	-0.00028	-0.00652	-0.0001	-0.09823	-52.89249	-0.74067	-9e-05	-0.00326	-0.00015	0.00666	-30.47088	-0.00971	-0.00041	-0.01038	-3e-05	-0.00419	30.24363	-0.38693	0.00034	0.01126	-0.00015	-0.09848	-13.56173	-0.41842	-0.00014	-0.00685	0.00029	-0.05769	16.00605	-0.196	-7e-05	-0.00442	0.00019	0.00746	-35.25805	-0.06615	-0.00012	-0.00255	-0.0001	-0.0286	8.72972	0.03635	2e-05	0.00204	0.00021	-0.00203	18.0695	0.14594	9e-05	0.00308	-9e-05	-0.07366	-4.58761	0.00985	-7e-05	-0.00228	0.00018	0.00816	63.56025	-0.01105	0.00033	0.00373	-0.00024
89	-0.07538	-25.65912	-0.40858	-0.00013	-0.00745	-1e-05	-0.17677	-81.51569	-1.33603	-0.00027	-0.00583	-0.00018	0.05637	25.07544	-0.35627	0.00015	0.0062	4e-05	-0.03615	34.96853	0.35969	0.00013	0.00046	6e-05	-0.02121	-55.84451	-0.33491	-0.00025	-0.0099	0.0001	-0.07443	-5.93104	-0.6063	4e-05	0.00099	0.00022	0.02397	-43.33776	0.16185	-0.00022	-0.00875	-0.0	-0.0878	120.02441	-0.2159	0.00055	0.01102	0.00016	0.09314	0.68555	0.16219	8e-05	0.00621	5e-05	0.01168	-84.95471	-0.29833	-0.00032	-0.00644	-7e-05	-0.00991	53.45163	-0.39462	0.00047	0.01735	0.00044	0.07816	47.09373	1.02376	1e-05	-0.00275	-0.00018	-0.03736	-27.45521	-0.08851	-0.0001	-0.00674	-1e-05	-0.05173	-146.33918	-0.58389	-0.0009	-0.02496	0.00029	0.14491	-116.22109	0.50602	-0.00068	-0.01397	-0.00019	-0.05417	-69.21237	-0.33834	-0.00039	-0.01005	0.0	-0.11762	-3.50815	-0.43103	-3e-05	-0.00322	7e-05
90	-0.02651	-8.45608	-0.24562	8e-05	-0.00057	-0.00021	-0.11013	-24.60232	-1.03981	-7e-05	-0.00036	-9e-05	-0.00969	14.83765	-0.08106	6e-05	0.00567	-0.0	-0.02484	-38.67695	-0.26325	-0.00018	-0.00516	5e-05	-0.01012	-81.44228	-0.0867	-0.00046	-0.01395	-4e-05	-0.0369	-30.74106	-0.07713	-0.00016	-0.00426	-0.00018	0.01733	-3.1594	0.13862	1e-05	0.00372	0.00012	0.05917	-3.07597	0.07676	-4e-05	-0.00025	3e-05	-0.07405	16.27693	-0.34437	7e-05	-0.00057	5e-05	-0.0357	13.52531	-0.20058	0.00018	0.00611	0.00013	0.01184	-58.92857	-0.20788	-0.00029	-0.00914	0.00012	0.02749	-33.19706	0.16427	-0.00029	-0.00511	8e-05	0.03017	54.81621	0.46226	0.00025	0.00638	0.00014	-0.03316	-34.78745	0.13627	-0.00026	-0.0093	-0.00016	0.0033	62.27545	0.08441	0.00039	0.01206	-0.00018	-0.07392	-22.68647	-0.31438	-0.00014	-0.0057	3e-05	0.02413	11.65283	-0.02065	7e-05	0.00506	-0.0002
91	0.1433	-5.51485	0.47139	0.00016	0.00655	-0.00021	0.08922	-168.05824	-0.19293	-0.00094	-0.02104	-0.0001	0.13696	-137.30355	0.55793	-0.00055	-0.01676	-0.00011	0.10164	69.33832	0.38906	0.0008	0.02222	-0.00033	-0.02566	46.7008	0.59756	-4e-05	-0.00526	0.00011	-0.04942	-73.7573	-0.12658	-0.00047	-0.00864	0.0002	0.00623	72.72482	0.02176	9e-05	0.007	-0.00038	-0.07882	-44.22592	-0.36087	-0.0001	0.00083	-0.00025	-0.01233	-88.45201	-0.03647	-0.00079	-0.01727	4e-05	0.05628	-72.18834	0.52762	-0.00069	-0.01104	-6e-05	-0.13218	217.93321	-0.14078	0.00161	0.02995	9e-05	-0.13416	-1.00586	-0.66378	-0.00046	-0.00893	-2e-05	-0.07404	-125.5096	-0.56321	-0.00106	-0.01617	6e-05	-0.13882	2.41919	-0.96982	0.00013	0.00186	-0.0002	-0.0969	-100.94672	-0.5353	-0.00022	-0.00757	0.00014	-0.06753	29.06982	-0.31728	0.00036	0.00465	-0.00029	-0.02033	-109.67505	-0.49721	-0.00067	-0.00841	-2e-05
92	-0.0786	-13.67473	-0.56896	-6e-05	-0.00407	-0.00027	-0.04121	-17.1897	-0.55921	-0.00012	-0.00042	0.00021	-0.03084	31.77237	-0.18724	0.00025	0.00665	-3e-05	-0.02052	-60.56844	-0.30172	-0.00015	-0.00443	6e-05	0.00196	-13.46192	-0.24253	0.00019	0.00317	-0.00019	-0.06422	-27.56606	-0.22629	-0.00013	-0.00428	0.0001	0.08794	-3.43156	0.44391	-2e-05	0.0002	0.00016	-0.04605	32.80974	-0.36951	0.00028	0.00339	9e-05	0.06829	-2.99185	0.4098	-6e-05	-0.00274	-0.00019	0.0036	40.22861	0.21266	0.00024	0.00579	0.0004	-0.02203	27.70761	-0.4199	0.00019	0.0068	-0.00013	-0.04763	-56.22743	-0.19185	-0.00028	-0.01102	4e-05	-0.03941	-1.79322	-0.18775	0.00011	0.00493	-0.0001	0.11958	43.96304	0.59178	0.00039	0.00882	-0.00027	-0.06726	-8.75178	-0.29138	6e-05	-0.00282	-0.00027	0.08599	22.19605	0.60871	9e-05	0.00141	-5e-05	0.00852	55.20348	-0.08282	0.00041	0.0116	-0.00011
93	-0.02744	-78.14852	-0.07323	-0.00045	-0.01245	0.00049	-0.05781	-73.46693	-0.5433	-0.00036	-0.01025	-0.00038	-0.00558	-15.63807	-0.23093	0.00012	0.00378	-0.00016	-0.02914	5.91185	-0.51258	0.00012	0.00628	-0.00031	-0.04168	-35.56188	-0.2396	-0.00024	-0.00057	8e-05	-0.09382	-157.63942	-0.13694	-0.00097	-0.03082	-0.00029	0.01176	-7.67747	0.22056	-0.00013	-0.00023	-0.00019	-0.00037	92.14693	-0.39639	0.00041	0.01187	-9e-05	-0.00141	-9.72446	-0.48435	-9e-05	-0.00308	-3e-05	-0.02078	6.69971	-0.18843	-1e-05	0.00054	0.00033	0.00445	-12.02732	0.05265	-0.00019	-0.00503	-2e-05	0.03151	85.68082	0.41946	0.00049	0.01416	2e-05	0.10967	4.389	0.5362	0.00015	0.00532	-3e-05	-0.01859	-113.85192	-0.37039	-0.0007	-0.01531	-0.00032	-0.02069	20.01761	-0.13778	0.00011	0.00634	-0.00014	-0.04306	17.89417	-0.30321	-7e-05	0.0004	-7e-05	0.04462	10.52114	0.05271	0.00012	0.00679	2e-05
94	0.02709	-30.08908	0.56472	-0.00022	-0.00821	-8e-05	0.06219	-11.86619	1.04001	-0.00024	-0.00623	0.0002	0.01754	15.98099	0.37735	-7e-05	-0.00071	-0.00025	0.03861	-117.53752	0.23248	-0.0008	-0.01215	6e-05	-0.03811	32.97439	0.67494	0.00051	0.00145	6e-05	-0.02455	-0.93254	-0.93961	0.00033	0.00376	2e-05	-0.01932	-78.81442	0.59171	-0.00077	-0.02112	0.00034	0.01695	-12.05253	-0.01645	8e-05	0.00343	-0.00022	0.0941	-156.60422	1.11397	-0.00092	-0.01253	-0.00011	-0.02233	64.67293	0.8919	0.00032	0.0015	0.00013	0.14277	54.16099	1.54831	1e-05	-0.00079	9e-05	-0.08221	-63.27347	0.41409	-0.00049	-0.01387	0.00023	-0.03076	46.93916	0.5248	0.0001	-0.00207	0.0	0.03173	-94.70345	0.78375	-0.00064	-0.01126	0.00013	-0.09228	-52.40213	-0.33013	-0.00043	-0.01178	7e-05	-0.07201	117.60561	-0.22169	0.00042	0.01579	-0.00036	-0.03928	-51.24451	-0.1766	-0.00027	-0.00635	-0.00038
