protein	class	features
ADM432351_Outer_membrane_protein_C_precursor_Porin_OmpC_[Edwardsiella_tarda_FL660]	1	-0.05266,-143.71267,-0.50881,-0.00085,-0.01832,-0.00037,0.07839,72.32709,0.20568,0.00053,0.01852,-0.00000,-0.04087,-1.89707,-0.07792,-0.00014,-0.00584,0.00021,-0.03097,27.89280,-0.12253,-0.00008,0.00431,0.00032,-0.08769,5.64775,-0.83736,0.00012,0.00824,0.00023,0.08337,55.48020,0.78945,0.00011,-0.00339,-0.00002,0.02866,-105.54891,0.34768,-0.00080,-0.01586,0.00039,0.06243,41.84130,0.36379,0.00027,0.00557,-0.00022,0.05230,-132.30356,0.14255,-0.00093,-0.01940,0.00014
AGN291871_GroEL_partial_[Edwardsiella_tarda]	1	0.02264,-77.55271,-0.16207,-0.00029,-0.00585,-0.00018,-0.11920,48.20089,-1.02616,0.00047,0.01149,0.00009,0.00634,-8.21420,-0.03957,0.00008,0.00101,0.00004,-0.01510,72.90614,0.04490,0.00060,0.01488,-0.00034,-0.00308,-32.80463,-0.37945,-0.00003,0.00066,-0.00036,-0.03626,-16.12106,-0.28903,-0.00007,-0.00414,0.00002,0.09946,0.62095,0.37782,0.00022,0.01212,-0.00006,-0.06098,-39.96055,0.03712,-0.00026,-0.01074,-0.00009,-0.02921,-52.50293,-0.42409,-0.00019,-0.00832,0.00022
AGO591481_glyceraldehyde3phosphate_dehydrogenase_[Edwardsiella_tarda]	1	-0.12246,-48.05104,-0.60910,-0.00027,-0.00891,-0.00018,-0.06085,-122.45008,-0.46467,-0.00079,-0.02135,0.00002,-0.01529,40.18611,-0.46399,0.00040,0.00490,-0.00029,0.04402,-121.61102,0.11181,-0.00060,-0.01408,0.00020,-0.06043,-107.88396,-0.56734,-0.00069,-0.01733,-0.00010,-0.11798,12.76904,-0.66678,0.00009,0.00173,0.00008,0.07026,93.11984,0.33780,0.00088,0.02287,-0.00006,-0.03865,100.41979,-0.66740,0.00046,0.02014,0.00010,0.07021,-117.65345,0.45473,-0.00065,-0.01531,0.00021
AAV694041_EseC_[Edwardsiella_tarda]	1	0.00347,1.48840,-0.31883,0.00021,0.00755,0.00029,-0.14454,-9.79530,-1.10824,-0.00003,0.00036,0.00031,0.05456,43.18208,0.52880,0.00031,0.00570,0.00042,0.24023,33.19258,1.27013,0.00035,0.01425,0.00010,0.04132,59.28046,-0.19848,0.00054,0.01696,0.00022,-0.11726,-64.06243,-1.18128,-0.00016,-0.00532,0.00008,0.05702,125.97790,0.58049,0.00063,0.01976,-0.00005,0.17337,89.16528,0.84135,0.00063,0.01995,-0.00008,-0.05382,30.06352,-0.61744,0.00017,0.00752,-0.00004
ACY849231_putative_eoproteinprecursor_[Edwardsiella_tarda_EIB202]	1	0.09058,-28.96190,-0.34377,0.00013,0.00869,-0.00044,0.10742,38.63992,0.54966,0.00023,0.01319,0.00014,-0.11693,-95.31771,-0.69475,-0.00040,-0.01076,-0.00026,0.00695,41.09611,0.56670,-0.00014,-0.00038,0.00005,0.00528,32.79998,-0.15632,0.00042,0.00360,-0.00015,-0.08571,-149.95830,-0.23490,-0.00139,-0.02987,-0.00015,0.01745,-63.14602,0.02947,-0.00048,-0.01515,-0.00010,-0.17335,-33.36302,-0.57623,-0.00048,-0.01340,0.00003,-0.09051,31.48054,-0.37560,0.00017,0.00314,0.00000
ACY849651_putative_flagellin_associated_protein_[Edwardsiella_tarda_EIB202]	1	-0.17236,1.66457,-1.07274,0.00018,0.00425,-0.00012,-0.07912,35.95801,-0.62618,0.00011,0.00488,0.00001,0.04313,-44.07336,0.41537,-0.00035,-0.01089,-0.00008,-0.07814,-71.53920,-0.55817,-0.00045,-0.01552,-0.00001,-0.06998,-21.96211,-0.48312,-0.00005,0.00190,0.00001,-0.04045,-80.66250,-0.65789,-0.00031,-0.00994,-0.00022,0.02651,24.51334,0.47331,0.00007,0.00030,-0.00028,-0.03483,-55.97917,-0.19095,-0.00042,-0.01200,-0.00016,-0.02658,-68.99997,-0.51203,-0.00025,-0.00723,0.00014
AKH883061_invasin_[Edwardsiella_tarda]	1	0.00780,-43.49923,-0.27225,-0.00019,0.00152,0.00002,0.05412,49.35175,0.38760,0.00027,0.00913,0.00023,-0.06444,12.68341,-0.39428,0.00002,0.00076,-0.00005,-0.00240,-68.47096,0.12518,-0.00038,-0.01086,-0.00035,-0.04257,37.80231,-0.24204,0.00023,0.00441,-0.00012,0.02735,-51.75531,0.08021,-0.00018,-0.00386,0.00004,0.01864,30.16680,0.17943,-0.00001,-0.00040,0.00000,0.00132,-50.03163,-0.04615,-0.00020,-0.00593,-0.00004,-0.03612,-48.83094,-0.09626,-0.00039,-0.00672,0.00010
AFM473741_putative_adhesin_[Edwardsiella_tarda]	1	0.12971,-6.17345,0.04634,0.00018,0.01100,0.00002,-0.11279,-115.69953,-1.40786,-0.00016,-0.00497,-0.00049,0.00992,-181.64422,-0.13159,-0.00094,-0.01563,-0.00002,0.00632,0.10319,0.75299,-0.00055,-0.01494,0.00011,0.02995,72.61575,0.22890,0.00029,0.00361,-0.00087,0.04397,-203.12318,0.20248,-0.00132,-0.02620,-0.00057,-0.02921,-171.58294,-0.29569,-0.00104,-0.01995,0.00004,0.01160,302.72088,0.13002,0.00145,0.04308,0.00018,-0.00288,-63.59533,0.19244,-0.00048,-0.01129,0.00019
AAV694051_EseD_[Edwardsiella_tarda]	1	-0.04642,-116.41937,-0.49895,-0.00075,-0.00836,0.00024,-0.15247,37.74169,-1.66192,0.00037,0.01169,-0.00009,0.16961,-74.28561,0.88352,-0.00080,-0.01090,0.00056,0.13331,59.53040,1.21232,0.00017,0.00459,0.00017,-0.18091,49.52759,-1.43753,0.00036,0.01241,-0.00022,0.11211,-84.67849,-0.52881,-0.00019,0.00699,0.00054,0.21830,202.58173,2.04490,0.00097,0.02830,0.00014,-0.13015,-37.39472,-0.42634,-0.00042,-0.01312,-0.00030,0.00530,28.81119,-0.88830,0.00033,0.01608,0.00024
ADB845961_DegP_[Edwardsiella_tarda]	1	-0.07031,-68.21382,-0.61875,-0.00024,-0.01111,-0.00026,-0.01086,-28.94313,0.01940,-0.00023,-0.00343,0.00017,0.02369,-63.43320,-0.26974,-0.00016,0.00142,0.00028,-0.10476,59.63073,-0.79167,0.00023,0.00578,0.00004,-0.00561,-26.03340,-0.10690,-0.00008,0.00106,0.00003,-0.04090,2.43998,-0.13487,0.00011,0.00130,-0.00001,-0.04226,41.16808,0.01778,0.00023,0.00228,-0.00015,-0.01578,104.37597,0.15575,0.00050,0.01417,0.00036,0.05363,-79.96898,0.34065,-0.00050,-0.01212,0.00042
ABK571211_major_fimbrial_subunit_protein_[Edwardsiella_tarda]	1	-0.13524,21.29235,-1.01645,0.00038,0.00633,-0.00063,0.09436,10.27268,0.35009,-0.00006,0.00088,0.00006,-0.15333,42.23129,-0.62899,0.00026,0.00285,-0.00010,0.02942,140.78313,0.07598,0.00101,0.02575,-0.00051,0.02178,55.29838,0.12267,0.00071,0.02105,-0.00036,-0.13906,43.85693,-1.34906,0.00021,0.01051,-0.00033,0.10912,-59.34799,1.06369,-0.00058,-0.01208,0.00025,-0.05673,-143.81418,-0.32976,-0.00087,-0.02191,-0.00010,0.06186,-18.23497,0.09377,0.00020,0.00423,0.00069
AFP734151_NanA_[Edwardsiella_tarda]	1	0.05603,-20.75360,0.50176,-0.00029,-0.00643,-0.00004,-0.01813,19.33108,-0.14457,0.00023,0.00477,0.00020,0.00164,-183.94637,-0.75527,-0.00099,-0.01817,0.00008,-0.04027,-100.08403,-0.61158,-0.00039,-0.00807,0.00003,-0.08938,-15.87114,-0.89365,-0.00003,-0.00125,-0.00024,0.05538,40.07162,0.10286,0.00034,0.01148,-0.00004,-0.00214,68.31890,0.25531,0.00026,0.00681,0.00004,-0.02951,100.14832,0.00794,0.00040,0.01292,0.00013,0.02562,-4.65827,-0.12636,0.00011,0.00625,0.00008
AKH900091_molecular_chaperone_DnaK_[Edwardsiella_tarda]	1	-0.00505,2.64337,-0.32249,0.00009,0.00234,0.00006,-0.03311,-21.84303,-0.09237,-0.00011,-0.00385,0.00002,-0.01767,-108.91709,-0.09824,-0.00062,-0.01845,-0.00025,0.01554,13.43331,0.12755,0.00009,0.00639,0.00017,-0.00394,57.22889,-0.06066,0.00027,0.00929,0.00005,-0.08396,-10.63880,-0.93283,0.00015,0.00916,-0.00000,0.00471,-57.47952,0.16172,-0.00009,-0.00450,-0.00007,0.11055,-43.16408,0.59392,-0.00017,-0.00130,-0.00008,-0.04556,-41.95904,-0.11292,-0.00017,-0.00809,0.00022
ATI653651_flagellin_FliC_[Edwardsiella_tarda]	1	-0.13847,-44.55450,-0.71685,-0.00002,-0.00416,-0.00034,-0.08435,-12.26973,-0.45125,-0.00007,-0.00368,-0.00005,0.08911,-12.52961,0.31864,-0.00005,0.00059,-0.00008,-0.06089,-15.19869,-0.50260,-0.00008,-0.00405,0.00001,-0.12950,-6.94743,-1.09228,0.00011,0.00615,-0.00006,0.00709,31.85498,-0.58458,0.00029,0.01110,-0.00006,0.01494,26.68082,0.37155,0.00014,0.00226,0.00006,-0.08018,-96.37697,-0.28416,-0.00059,-0.02012,-0.00024,0.03142,-1.16724,-0.28060,0.00017,0.00684,0.00025
ACY645411_putative_peptidase_[Edwardsiella_tarda]	1	-0.05902,14.06131,-0.30378,0.00034,0.00198,-0.00012,-0.00574,69.44117,-0.37148,0.00080,0.01884,0.00004,-0.02497,2.50488,-0.37338,-0.00003,0.00135,0.00040,0.02019,85.04070,0.32031,0.00060,0.01370,-0.00021,-0.02388,29.32505,-0.44248,0.00015,0.00342,-0.00025,-0.14541,-94.88607,-0.86986,-0.00067,-0.01349,-0.00001,-0.00199,3.24417,0.11181,-0.00023,-0.00123,0.00023,0.03625,-31.62336,0.11986,-0.00006,-0.00143,-0.00024,-0.01837,31.05064,-0.08932,0.00018,0.00675,0.00031
AAW806171_OmpB_partial_[Rickettsia_rickettsii]	1	-0.17252,35.56911,-0.92928,0.00006,-0.00408,-0.00037,0.08332,-29.45286,0.87240,-0.00022,-0.00800,0.00032,-0.16091,-105.14605,-0.82095,-0.00076,-0.02032,-0.00022,-0.10759,28.62109,-1.14121,0.00028,0.01361,0.00006,0.02879,-277.43556,-0.52703,-0.00119,-0.02204,0.00005,0.01235,-149.69459,-0.29946,-0.00050,-0.01451,-0.00022,0.07535,-216.82947,-0.01061,-0.00111,-0.02401,0.00034,-0.16413,206.53199,-0.50672,0.00103,0.02389,-0.00031,-0.01076,35.89986,-0.15327,0.00032,0.00628,-0.00080
AAG419901_27kDa_outer_membrane_protein_partial_[Coiella_burnetii]	1	0.02649,13.01224,-0.04605,0.00007,0.00830,-0.00036,-0.03196,-62.51811,-0.53738,-0.00028,-0.00547,0.00014,-0.00314,76.97588,-0.23578,0.00055,0.01565,0.00023,0.11620,53.32191,0.33035,0.00046,0.01697,0.00005,-0.05487,20.08497,-0.36449,0.00018,0.00828,0.00016,-0.04538,-49.30097,0.09526,-0.00032,-0.01266,-0.00001,-0.03643,73.31217,0.30178,0.00019,0.00677,0.00008,0.04714,-32.16679,0.67030,-0.00021,-0.00696,0.00014,-0.05831,-77.54186,-0.40946,-0.00042,-0.00671,-0.00034
ACJ197871_outer_membrane_porin_P1_[Coiella_burnetii_CbuK_Q154]	1	-0.02710,-65.60097,-0.81660,0.00015,0.00771,0.00044,0.10282,36.66862,0.18809,0.00054,0.01082,0.00035,-0.01465,-64.57126,-0.56840,-0.00044,-0.00256,0.00019,-0.01816,11.11075,-0.09618,0.00004,-0.00113,0.00004,-0.01463,38.89258,0.01239,0.00040,0.00588,-0.00017,-0.06657,15.72526,-0.45279,0.00007,-0.00285,-0.00023,-0.06313,-168.68289,-0.23090,-0.00108,-0.03219,-0.00042,-0.05335,104.20188,0.18470,0.00046,0.00649,-0.00006,-0.03308,61.62030,0.24004,0.00036,0.00435,-0.00009
WP_0425253601_tolpal_system_protein_YbgF_[Coiella_burnetii]	1	-0.13519,118.38654,-0.75014,0.00074,0.01809,-0.00012,0.03787,77.89733,-0.18169,0.00034,0.01804,-0.00006,0.07962,47.68092,0.59576,0.00005,0.00570,0.00010,-0.01534,66.91087,0.12334,0.00030,0.00836,0.00013,0.06685,109.22991,0.46824,0.00070,0.02701,-0.00028,-0.09243,109.14054,-0.63707,0.00068,0.01913,-0.00020,0.10891,55.54100,1.28286,0.00042,0.00706,0.00032,0.07261,64.08016,0.44494,0.00027,0.01033,-0.00001,-0.04056,-98.62091,-0.49265,-0.00060,-0.01436,-0.00012
AML543871_molecular_chaperone_GroEL_[Coiella_burnetii]	1	0.03607,-33.43116,-0.09305,-0.00020,-0.00096,0.00021,-0.12197,18.50739,-0.91466,0.00012,0.00230,0.00019,0.06791,58.95790,0.29689,0.00047,0.01698,0.00045,0.01063,68.72697,0.13871,0.00052,0.01413,-0.00016,-0.04308,-0.51974,-0.39263,0.00004,0.00091,-0.00020,-0.00752,39.54296,0.14030,0.00014,0.00259,0.00019,0.10356,-38.22486,0.66866,-0.00004,0.00036,-0.00007,-0.05083,-50.84233,-0.22036,-0.00017,-0.00973,-0.00010,-0.03118,17.28946,-0.23999,0.00005,-0.00030,0.00037
AB783561_peptidylprolyl_cistrans_isomerase_Mip_[Coiella_burnetii_RSA_331]	1	0.00161,-63.10353,-0.03553,-0.00051,-0.00789,0.00043,0.01886,20.19839,0.17638,0.00034,0.01204,-0.00015,-0.00951,-71.11407,-0.58251,-0.00038,-0.00622,-0.00001,0.02486,57.34888,0.13717,-0.00006,0.00118,0.00001,0.05133,31.75088,0.43320,0.00005,-0.00056,0.00030,-0.09286,151.72185,-0.33928,0.00100,0.02975,-0.00013,0.06417,-9.50590,0.54205,0.00002,-0.00419,-0.00006,0.11957,-82.59700,0.42510,-0.00030,-0.00498,0.00024,-0.00401,30.30233,0.00901,0.00007,-0.00191,0.00039
WP_0419524881_OmpA_family_protein_[Coiella_burnetii]	1	-0.11336,-58.02202,-0.54990,-0.00027,-0.00682,-0.00035,0.09973,31.92417,0.62840,0.00040,0.00848,-0.00010,-0.06634,-86.83361,0.01157,-0.00032,-0.01138,-0.00046,-0.05961,-41.58759,0.24040,-0.00046,-0.00887,0.00034,-0.03240,-148.23247,-0.33764,-0.00097,-0.02652,0.00033,0.09112,11.91279,0.66481,-0.00021,-0.00013,-0.00004,0.02248,136.03162,-0.10559,0.00097,0.02797,0.00003,0.10728,109.91023,0.74936,0.00056,0.01909,-0.00021,-0.11704,6.92950,-0.33002,0.00007,0.00235,0.00017
ACH541121_heat_shock_protein_B_partial_[Coiella_burnetii]	1	0.03131,-30.20967,-0.10757,-0.00017,-0.00097,0.00016,-0.13002,24.67804,-0.94189,0.00018,0.00298,0.00015,0.06651,11.90522,0.26809,0.00023,0.00976,0.00024,0.00498,68.57552,0.12178,0.00054,0.01395,-0.00022,-0.04869,7.28563,-0.41994,0.00010,0.00213,-0.00019,-0.00982,-0.85743,0.09684,-0.00006,-0.00379,0.00002,0.10186,-55.55219,0.68220,-0.00013,-0.00268,-0.00020,-0.05490,-49.11488,-0.21534,-0.00014,-0.00993,-0.00015,-0.03422,-15.44960,-0.26947,-0.00010,-0.00515,0.00021
EDR364781_ankyrin_repeat_domain_protein_[Coiella_burnetii_Q321]	1	0.10498,83.09837,0.48925,0.00049,0.01644,0.00000,0.00330,-55.82514,-0.17725,-0.00056,-0.01393,0.00017,0.01686,9.72409,0.23157,0.00001,0.00114,-0.00004,-0.06481,73.44214,-0.56895,0.00057,0.01698,-0.00010,0.01297,31.40105,-0.48096,0.00039,0.01375,-0.00009,-0.07799,-91.98193,-0.58196,-0.00037,-0.00924,0.00005,-0.01782,24.95776,0.22531,0.00011,-0.00082,0.00024,0.02810,41.07639,-0.19805,0.00037,0.01047,0.00009,0.10148,-40.50001,0.18976,-0.00012,-0.00003,0.00002
EDR355631_enhanced_entry_protein_EnhA_[Coiella_burnetii_Q321]	1	0.08827,-24.39869,0.65661,-0.00035,-0.00813,-0.00020,-0.10287,6.01157,-0.44081,-0.00005,-0.00527,-0.00022,0.08973,52.37479,-0.03861,0.00054,0.01691,-0.00054,-0.02220,-65.68539,-0.56617,-0.00013,0.00225,-0.00013,0.01521,-27.97822,-0.16614,-0.00019,-0.00718,0.00003,-0.07015,92.59969,-0.36438,0.00025,0.01188,0.00006,0.16567,-157.29193,0.65796,-0.00101,-0.01823,0.00025,0.01221,-85.33994,-0.26247,-0.00037,-0.00442,0.00023,-0.04666,16.93927,0.14390,0.00014,0.00189,-0.00005
ACJ209721_IcmO_[Coiella_burnetii_CbuK_Q154]	1	0.00815,-47.90596,0.34342,-0.00039,-0.01395,-0.00011,-0.04250,-2.41889,-0.51198,0.00023,0.00732,0.00007,0.06865,5.63830,0.54511,-0.00001,-0.00151,-0.00013,0.02111,-1.40710,0.02755,0.00009,0.00108,-0.00012,-0.07224,-11.39944,-0.51237,-0.00010,0.00165,0.00007,0.00214,-57.38797,0.06292,-0.00018,-0.00399,-0.00003,0.03528,-4.35850,0.26484,0.00004,0.00123,0.00016,-0.02374,-28.90845,0.04563,0.00005,0.00239,-0.00002,-0.07129,21.22519,-0.72778,0.00025,0.00560,-0.00023
AI009771_major_outer_membrane_protein_partial_[Chlamydia_psittaci]	1	-0.13270,-40.75522,-1.08266,-0.00002,-0.00481,-0.00055,0.04750,30.29675,0.15340,0.00003,0.00504,0.00001,-0.02400,-67.42023,-0.13172,-0.00037,-0.00320,0.00027,-0.02420,22.96935,0.21924,-0.00019,-0.00071,0.00020,0.05925,-31.49202,0.40124,-0.00032,-0.00463,0.00036,-0.07730,135.86502,-0.38940,0.00055,0.01078,-0.00016,0.00763,36.44943,0.01483,0.00035,0.00767,-0.00027,-0.03419,-92.53607,-0.38212,-0.00066,-0.01263,-0.00015,0.00446,5.48348,0.34621,0.00017,0.00031,-0.00056
AAB243631_major_outer_membrane_protein_partial_[Chlamydia_pneumoniae]	1	-0.18619,-57.85596,-1.30478,-0.00032,-0.00547,-0.00013,0.02496,-154.45016,-0.66850,-0.00070,-0.00867,-0.00004,0.20098,98.40556,1.19384,0.00078,0.01639,0.00088,-0.12482,95.97072,-1.46434,0.00073,0.01444,0.00061,0.25736,-17.10638,1.22985,-0.00003,0.00955,-0.00028,-0.17645,19.24179,-0.50724,-0.00009,-0.00489,-0.00010,0.11850,142.09468,0.92357,0.00028,0.01061,-0.00011,0.01853,-110.33563,-0.55981,-0.00089,-0.00769,-0.00042,-0.10695,-167.93368,-0.97537,-0.00080,-0.02822,-0.00011
BAA991061_heat_shock_protein60_[Chlamydia_pneumoniae_J138]	1	0.06532,-39.66713,0.46556,-0.00022,-0.00218,0.00018,-0.04658,-21.12814,-0.45956,-0.00008,-0.00057,0.00013,0.02995,-69.60688,0.17273,-0.00022,-0.00413,0.00012,-0.00725,-14.26616,-0.06460,-0.00010,-0.00387,0.00000,-0.06262,23.61528,-0.34856,-0.00002,0.00019,-0.00012,-0.03132,19.68889,-0.37926,0.00006,0.00135,0.00000,0.04957,-28.48911,0.05579,0.00006,0.00259,0.00004,-0.00501,-17.39485,-0.29216,0.00001,0.00103,-0.00008,-0.05055,77.87280,-0.44094,0.00055,0.01238,-0.00028
NP_2245291_low_calcium_response_protein_E_[Chlamydia_pneumoniae_CWL029]	1	0.02308,46.15521,-0.13140,0.00025,0.00765,0.00003,-0.05049,-8.71852,-0.70878,0.00016,0.00793,0.00009,0.04585,19.92059,0.55274,0.00026,0.00686,0.00025,-0.02478,17.84445,0.04108,-0.00002,-0.00123,0.00020,0.01016,13.16129,0.16433,0.00007,0.00209,0.00004,-0.07588,76.51801,-0.46029,0.00070,0.01670,0.00015,0.01683,1.36171,0.24704,0.00010,-0.00166,-0.00013,-0.04272,-11.46875,-0.18355,-0.00010,-0.00638,-0.00014,0.07009,43.04565,0.02150,0.00051,0.01938,-0.00009
AAP982671_CopN_[Chlamydia_pneumoniae_TW183]	1	0.02308,46.15521,-0.13140,0.00025,0.00765,0.00003,-0.05049,-8.71852,-0.70878,0.00016,0.00793,0.00009,0.04585,19.92059,0.55274,0.00026,0.00686,0.00025,-0.02478,17.84445,0.04108,-0.00002,-0.00123,0.00020,0.01016,13.16129,0.16433,0.00007,0.00209,0.00004,-0.07588,76.51801,-0.46029,0.00070,0.01670,0.00015,0.01683,1.36171,0.24704,0.00010,-0.00166,-0.00013,-0.04272,-11.46875,-0.18355,-0.00010,-0.00638,-0.00014,0.07009,43.04565,0.02150,0.00051,0.01938,-0.00009
CRI432361_Probable_outer_membrane_protein_pmp2_partial_[Chlamydia_pneumoniae]	1	-0.01743,52.35047,0.01121,0.00036,0.01144,-0.00001,0.01936,61.25551,0.04919,0.00048,0.01039,0.00005,-0.00140,-26.39978,-0.64736,0.00010,0.00680,0.00008,-0.02126,-70.98716,-0.43399,-0.00008,-0.00303,-0.00012,0.01497,-6.33772,0.09099,0.00014,0.00115,-0.00009,-0.01715,69.54326,0.58163,0.00032,0.00560,0.00000,-0.01122,48.20468,-0.18139,0.00017,0.00923,0.00007,0.02028,9.34871,0.15796,-0.00001,0.00268,-0.00001,0.02189,-22.79044,0.32740,-0.00008,-0.00458,-0.00001
CRI432391_Probable_outer_membrane_protein_pmp10_[Chlamydia_pneumoniae]	1	-0.04295,49.91409,-0.25886,0.00026,0.00765,-0.00010,0.01674,-38.69860,0.19355,-0.00007,-0.00635,-0.00006,-0.06462,-59.97511,-0.84172,-0.00003,-0.00137,0.00011,-0.01089,-43.80266,-0.22871,-0.00018,-0.00441,0.00011,-0.02758,-50.24613,-0.16957,-0.00016,-0.00370,0.00015,0.05602,37.29197,0.38012,0.00031,0.00900,-0.00013,-0.04161,24.41916,0.05262,0.00017,-0.00087,-0.00008,0.02756,9.76846,0.39491,-0.00004,-0.00250,-0.00031,-0.02841,-34.22915,-0.24850,-0.00001,-0.00487,0.00010
AAP982431_OmpHlike_outer_membrane_protein_[Chlamydia_pneumoniae_TW183]	1	0.04520,102.49027,0.10464,0.00046,0.01821,0.00024,-0.09236,1.75468,-1.41096,0.00003,0.00599,-0.00002,0.12004,106.16618,0.81581,0.00070,0.01921,-0.00022,0.09743,89.24680,0.78275,0.00044,0.01293,-0.00002,-0.07665,-59.70346,-0.28703,-0.00038,-0.01148,-0.00001,-0.08465,-107.07514,-0.47249,-0.00067,-0.01501,-0.00009,0.05290,-42.13978,0.82546,-0.00027,-0.00883,-0.00023,-0.10888,-94.30663,-0.26221,-0.00063,-0.02482,-0.00001,0.00894,4.05412,-0.69153,0.00017,0.01141,-0.00005
AAP987581_enolase_[Chlamydia_pneumoniae_TW183]	1	0.00485,-8.68619,-0.05335,0.00008,0.00225,-0.00020,-0.11118,-15.14774,-0.92893,0.00002,-0.00001,0.00004,-0.01573,2.58626,-0.28398,0.00006,0.00568,-0.00021,-0.01973,96.22719,0.02493,0.00039,0.01283,0.00023,0.05637,-91.25611,0.36798,-0.00056,-0.01869,-0.00035,0.04073,5.34620,0.08723,0.00022,0.00592,0.00018,0.00138,-25.90898,0.23048,-0.00003,0.00085,0.00022,0.01985,-20.89560,0.08219,-0.00010,-0.00317,-0.00003,-0.05542,-53.52423,-0.59006,-0.00049,-0.01245,-0.00003
AAL142651_GroEL_[Chlamydia_abortus]	1	0.02303,-45.46537,0.24337,-0.00022,-0.00419,0.00016,-0.12342,-54.63069,-0.86168,-0.00024,-0.00691,0.00012,0.03286,10.99296,0.12580,0.00017,0.00769,0.00031,0.05930,56.31524,0.59186,0.00039,0.00957,-0.00022,-0.04951,-86.51464,-0.63812,-0.00043,-0.01060,-0.00034,-0.02217,-39.11564,-0.48233,-0.00024,-0.00668,-0.00004,0.09398,9.95524,0.82647,0.00017,0.00592,-0.00016,-0.00668,48.61354,0.19976,0.00031,0.00661,0.00005,-0.09191,-7.41135,-0.54940,-0.00005,-0.00122,0.00015
AAD203371_outer_membrane_protein_2_partial_[Chlamydia_pneumoniae]	1	-0.09205,78.19587,-0.38695,0.00042,0.01272,-0.00011,-0.04748,38.51855,-0.41349,0.00004,-0.00353,-0.00033,-0.11864,-26.26621,-0.90258,-0.00037,-0.01075,-0.00044,0.00762,28.99011,-0.58910,0.00030,0.01165,0.00023,-0.03672,-9.91756,0.22097,0.00006,0.00069,-0.00055,0.07709,-69.78115,0.36509,-0.00026,-0.00311,-0.00037,-0.11706,-70.99019,-0.68781,-0.00030,-0.01389,-0.00027,-0.02779,-93.91972,-0.19914,-0.00065,-0.01459,0.00028,-0.02293,-89.37663,-0.01055,-0.00028,-0.00772,0.00055
AAB346971_major_outer_membrane_protein_partial_[Chlamydia_trachomatis]	1	0.01871,-176.84190,0.53678,-0.00093,-0.02240,-0.00040,0.11701,-29.67600,1.24229,-0.00015,-0.00535,-0.00025,0.06054,-116.66105,-0.80173,-0.00038,-0.00311,-0.00008,0.01304,-61.13222,0.88604,-0.00013,-0.00539,0.00181,0.19374,-105.30118,1.24284,-0.00105,-0.02125,-0.00141,0.07596,70.65000,0.97624,0.00029,0.00021,-0.00005,-0.28121,62.92667,-1.76749,-0.00002,0.01059,-0.00054,-0.15837,-127.48071,-1.14415,-0.00008,-0.02034,-0.00019,-0.09495,72.81154,-0.37401,-0.00023,-0.00518,-0.00131
AAK693912_polymorphic_membrane_protein_D_[Chlamydia_trachomatis]	1	-0.00014,39.13775,0.01598,0.00018,0.00924,0.00025,0.06527,-83.39149,0.15333,-0.00037,-0.00547,-0.00005,-0.04836,-19.16109,-0.69594,0.00004,0.00421,-0.00025,-0.06384,-72.09463,-0.76599,-0.00028,-0.00692,-0.00011,-0.04172,-22.35150,-0.31758,-0.00016,-0.00409,0.00001,-0.02058,22.48443,0.04752,0.00017,0.00327,0.00001,0.02539,-13.34293,0.35601,-0.00019,-0.00532,-0.00025,-0.01547,30.99268,0.21550,0.00008,0.00168,-0.00008,-0.00078,54.97733,0.12433,0.00031,0.00457,-0.00005
ABY767941_OmcB_[Chlamydia_trachomatis]	1	-0.02430,15.15040,0.09602,-0.00008,-0.00089,0.00006,-0.04921,57.69349,-0.35930,0.00023,0.00484,-0.00022,-0.03172,-63.34923,-0.24053,-0.00041,-0.01201,-0.00034,-0.01249,13.22408,-0.25317,0.00002,0.00288,0.00023,0.01704,27.20081,0.38402,0.00029,0.00891,-0.00044,0.06538,-45.83601,0.24315,-0.00021,0.00044,-0.00029,-0.07213,-37.10856,-0.88195,-0.00001,-0.00207,-0.00016,0.04401,-64.93580,0.03924,-0.00047,-0.00767,0.00060,-0.02153,-9.59017,0.10665,0.00017,0.00075,0.00042
AAC683501_HSP60_[Chlamydia_trachomatis_D/UW3/C]	1	0.09830,-37.95431,0.69144,-0.00027,-0.00405,0.00002,-0.11605,-28.82331,-0.98901,0.00008,0.00341,-0.00000,-0.00644,-90.88723,-0.17631,-0.00046,-0.00779,0.00015,0.10418,10.51337,0.49054,-0.00000,0.00407,0.00023,0.01639,95.46200,0.03952,0.00057,0.01567,-0.00011,-0.06355,11.11820,-0.58555,0.00012,-0.00049,-0.00024,-0.00245,-9.95916,-0.07930,0.00029,0.00628,-0.00013,0.01035,4.32563,0.10866,0.00005,0.00263,0.00001,0.01594,-7.45721,-0.33173,0.00010,-0.00001,-0.00029
