protein	class	features
>Mouse_Mouse_4476	0	0.01314,-0.01835,-0.00586,0.01377,-0.00126,0.00159,-0.02443,0.00363,0.01695,-0.00356,-0.01750,0.01717,-0.01098,0.02232,0.00525,-0.03558,-0.00074,0.00265,0.01233,0.00055,-0.02070,-0.01607,0.00190,0.01810,-0.00912,0.00514,0.02481,0.00018,0.00493,0.00195,0.00983,-0.00187,0.01150,0.01126,0.01009,0.03432,-0.03205,-0.02810,0.01233,0.00549
>Mouse_Mouse_4477	0	0.00703,-0.02082,-0.00238,-0.00345,0.00119,0.01838,-0.01384,-0.00702,-0.00406,-0.02669,0.02024,0.02110,-0.01235,-0.00094,-0.02610,-0.01107,-0.00407,-0.00864,0.00390,0.03303,0.01643,-0.01095,0.02320,0.03899,0.00642,-0.00891,-0.01310,0.00130,-0.00804,-0.01710,-0.01820,-0.01472,-0.00077,0.00183,-0.02262,-0.01287,0.02938,-0.00932,-0.00988,0.01853
>Mouse_Mouse_4478	0	-0.00981,-0.00156,0.00678,-0.00929,0.00018,-0.00306,-0.00737,-0.00150,0.00554,-0.02598,-0.00774,0.00274,0.00620,-0.01385,0.00686,0.01219,0.00216,-0.01026,-0.00942,0.01905,0.00891,-0.00076,-0.01144,0.00951,-0.00882,0.00126,-0.01253,0.00123,0.00447,-0.00161,0.00807,0.00444,-0.00785,-0.00573,0.01763,0.00339,0.00157,0.00277,-0.01875,0.00537
>Mouse_Mouse_4479	0	0.02368,0.00438,0.03171,0.00757,-0.02334,0.03282,0.00621,0.03159,0.01269,0.02523,0.03527,0.00315,0.01529,0.00499,-0.02670,0.02401,0.00656,0.00322,-0.00828,0.01164,0.03533,0.00280,0.00732,-0.00710,-0.01268,0.02882,0.00565,0.01167,-0.00330,0.00830,0.04867,-0.00924,0.01717,-0.00315,0.00215,0.01917,0.00184,0.03413,0.01919,-0.01548
>Mouse_Mouse_4480	0	0.02225,0.00115,0.02367,0.00480,-0.03555,0.02233,0.00832,0.03160,-0.00196,0.03694,0.02469,0.00376,0.01327,0.00148,-0.03592,0.01059,0.00303,0.02403,-0.01385,0.04029,0.02294,0.00285,0.01100,-0.02623,-0.03859,0.01537,-0.00120,0.02758,0.01662,0.03305,-0.00737,0.00530,0.01087,0.00530,-0.03126,0.01647,-0.00951,0.01907,0.00831,0.02584
>Mouse_Mouse_4481	0	0.01934,0.00232,0.00926,-0.00011,-0.01323,0.01288,0.00705,-0.00476,0.01616,0.00650,0.00181,-0.01119,0.00502,-0.00310,-0.00966,-0.02172,0.00695,-0.00346,0.00118,0.00383,-0.00887,0.00467,-0.00605,-0.00214,-0.01763,-0.03075,0.00875,0.00012,0.00684,0.01953,-0.01579,-0.00031,0.01978,0.00543,-0.01048,0.01437,-0.00827,0.02772,-0.00579,0.00603
>Mouse_Mouse_4482	0	0.01168,-0.02778,0.00363,-0.01992,-0.00622,-0.00395,-0.02277,0.00397,0.02283,-0.01771,-0.00965,0.01538,0.00018,-0.02161,-0.01651,-0.00520,0.01329,0.00480,0.01028,0.01856,0.00387,-0.01544,-0.00148,0.00720,0.02806,-0.00620,0.01555,-0.00034,0.00060,-0.02261,-0.01588,-0.01776,0.00039,0.01419,-0.02328,-0.01173,-0.02633,-0.00354,-0.02812,-0.01042
>Mouse_Mouse_4483	0	0.00374,0.00357,0.00076,0.00994,-0.01547,0.01339,-0.00521,0.00039,0.01976,0.00686,0.02133,-0.01377,0.00406,0.01095,-0.01297,-0.01945,0.00898,0.00141,0.00946,-0.00458,-0.00638,0.01376,-0.00775,0.02004,-0.02128,-0.02204,0.01110,0.00887,0.02131,0.02485,-0.01213,0.00144,0.00154,0.01551,-0.00067,0.02172,-0.00482,-0.00878,0.01591,0.00403
>Mouse_Mouse_4484	0	-0.00757,-0.02035,-0.00554,-0.00377,0.00518,0.00922,0.00672,-0.00650,0.01149,-0.01026,-0.00154,-0.00387,0.01807,-0.00159,-0.00182,-0.00838,0.00997,0.00378,0.00278,0.01665,-0.00240,-0.00615,0.00705,0.00503,0.00796,-0.01899,-0.02209,0.00383,0.00767,-0.00793,0.00358,0.01697,-0.01646,0.01132,-0.01686,-0.01101,-0.01927,0.00438,-0.00448,-0.00109
>Mouse_Mouse_4485	0	-0.01601,-0.01462,0.02431,0.01085,0.01005,-0.02485,0.02083,0.01763,0.00175,0.01128,0.02996,-0.02126,0.02011,0.00914,0.00353,-0.00895,0.01133,0.00473,0.01019,-0.00393,-0.03147,-0.01789,0.00703,0.02016,-0.00997,0.03536,0.02639,0.00753,0.01354,-0.00630,0.00881,-0.01902,0.00512,0.00750,-0.02718,-0.01787,0.01298,0.01451,0.00591,-0.00105
>Mouse_Mouse_4486	0	-0.00979,-0.00067,0.00574,-0.00417,0.00056,0.01435,-0.00052,-0.00199,-0.00508,-0.00404,-0.02937,-0.01606,0.00588,-0.00670,0.00445,0.02098,-0.00493,-0.00190,0.00382,-0.00836,-0.00832,0.02249,-0.00370,-0.00836,-0.00197,-0.01080,0.00268,0.00716,-0.00377,-0.00088,-0.00207,0.00473,-0.00987,-0.00643,-0.01305,-0.00112,-0.01567,-0.01751,0.00294,0.00897
>Mouse_Mouse_4487	0	0.02179,0.00300,0.02866,-0.00256,-0.02445,0.00441,-0.00085,0.02939,-0.00412,0.02579,0.00247,0.00455,0.01625,0.00925,-0.03023,-0.01383,0.00128,0.02854,-0.01530,0.02236,-0.01520,-0.00679,0.00799,-0.02043,-0.01968,-0.02420,-0.00485,0.03120,0.00623,0.01698,-0.01608,0.01134,0.02522,-0.00841,-0.00772,0.00130,0.00054,0.01179,0.00689,0.00816
>Mouse_Mouse_4488	0	0.01232,-0.01039,0.02988,0.01522,-0.00706,-0.03033,0.00768,0.02819,0.00835,-0.01145,-0.01918,-0.00464,0.03766,-0.00361,0.00136,-0.00108,-0.02100,0.02288,-0.00843,-0.00217,0.02731,0.01160,0.02834,-0.00172,0.00787,0.02713,0.00675,0.03973,-0.00338,0.01249,-0.00918,0.01067,0.02746,0.02586,-0.01229,-0.01288,-0.00398,0.03227,0.02957,-0.01006
>Mouse_Mouse_4489	0	0.00013,-0.02297,0.01984,0.01433,-0.01407,-0.04050,0.01420,0.01609,0.00246,0.00403,-0.00178,-0.01957,0.02422,0.00918,0.00374,0.01616,-0.00115,0.01593,0.00893,-0.00823,-0.00302,0.00391,0.01780,0.02285,0.01085,0.00762,0.01845,0.00921,0.01188,0.00032,0.00439,-0.00587,0.00745,0.01518,-0.03019,0.01261,-0.01195,0.00646,0.03258,0.00438
>Mouse_Mouse_4490	0	0.02146,-0.00407,0.01516,0.01580,0.00488,-0.01726,-0.01560,0.01339,0.00903,-0.00215,-0.03545,-0.00298,0.01012,0.00801,-0.00146,0.00705,-0.00237,0.00341,0.00563,0.01129,0.02013,-0.01471,-0.00572,-0.00997,0.00059,0.01175,-0.00400,0.00240,-0.00334,0.00207,-0.04275,-0.00198,-0.00071,-0.00983,0.00269,-0.04473,0.00705,-0.02070,-0.00168,0.01792
>Mouse_Mouse_4491	0	0.00176,0.00667,0.00571,-0.00001,0.00082,-0.00796,-0.01382,-0.00773,0.00355,0.00514,-0.01165,0.01240,-0.00511,-0.00051,-0.01089,-0.01130,0.03782,0.00304,-0.00702,-0.00158,0.00373,-0.01488,0.00036,-0.00196,-0.00005,-0.00593,-0.01097,-0.00987,-0.00921,0.00625,0.00180,0.01757,0.00421,-0.00436,-0.00086,-0.00064,0.03195,0.00879,0.00273,-0.00141
>Mouse_Mouse_4492	0	0.03014,0.02936,0.01613,0.01325,0.01319,0.04479,0.01619,0.01044,0.02083,0.01495,0.04568,0.01155,0.02156,0.00318,0.00865,0.02641,0.00859,0.01693,0.01411,0.02049,0.04137,0.00956,0.02252,0.00435,0.01572,0.01051,0.00234,0.00442,0.01586,0.02725,0.01934,-0.00298,-0.01344,0.00374,0.00899,0.00913,0.00300,0.00597,0.00456,0.00929
>Mouse_Mouse_4493	0	-0.00544,-0.01246,-0.00942,0.00484,-0.00088,0.02092,-0.00728,0.01912,0.02646,-0.00371,-0.01169,0.01942,-0.00397,0.00953,0.00219,-0.00307,-0.01319,-0.00193,0.01603,-0.01851,-0.00969,-0.00517,-0.02468,0.01057,-0.00558,-0.03916,0.01005,-0.00316,0.00713,0.01023,-0.00246,-0.01832,-0.01856,0.00299,0.01209,-0.02295,0.00226,0.00188,-0.00549,0.01879
>Mouse_Mouse_4494	0	-0.00654,-0.00311,0.00657,-0.03202,-0.00368,-0.00481,0.00469,0.00227,0.02349,0.01204,-0.01178,-0.00349,-0.00137,0.00017,0.00553,0.00172,0.00204,-0.02955,-0.00588,-0.00910,0.01502,0.00045,0.00021,-0.00309,-0.01172,-0.01499,0.00207,-0.00136,0.00878,0.01384,0.01160,-0.01687,0.01025,-0.04613,0.01452,-0.01598,-0.00674,0.02253,0.03964,-0.01116
>Mouse_Mouse_4495	0	0.00375,0.00102,-0.01500,-0.02112,-0.00641,-0.01912,0.00196,0.01864,0.03424,-0.00292,0.00110,-0.00242,0.01231,-0.01163,0.02951,-0.00093,-0.00854,0.00716,0.02103,-0.00781,-0.01278,0.02366,0.01591,-0.00625,-0.00063,-0.00349,0.00295,0.00612,0.00938,0.01092,0.00798,-0.00573,0.00636,-0.02474,-0.00704,0.01441,0.00672,0.01377,-0.00195,-0.01737
>Mouse_Mouse_4496	0	-0.03033,-0.00040,-0.02340,-0.00693,-0.00092,0.01707,-0.00389,0.00204,0.00925,-0.00708,-0.01014,0.00638,0.01279,0.01996,0.00598,0.00030,-0.01644,-0.01906,-0.01839,-0.01390,-0.01710,0.00873,0.02339,0.01819,-0.01250,0.02740,0.00404,-0.01407,-0.00728,0.01332,-0.01709,-0.01647,-0.01264,0.01954,-0.00576,0.00609,-0.00096,0.01563,0.00543,-0.00501
>Mouse_Mouse_4497	0	-0.02095,-0.00263,-0.01885,0.00245,0.01878,0.00044,-0.00269,0.00215,0.02011,0.00156,0.00938,-0.00191,0.01489,0.01440,-0.01107,-0.01929,-0.01230,-0.01944,-0.03093,-0.01011,0.02088,0.00614,0.01187,-0.00075,-0.01954,-0.01079,0.00676,0.00478,-0.01984,-0.02160,0.00480,0.00317,-0.00228,-0.00076,-0.00936,-0.00053,0.00526,0.03498,0.01486,0.01544
>Mouse_Mouse_4498	0	-0.02014,-0.00368,-0.02224,0.01009,-0.00839,0.00471,0.02377,-0.00142,0.01267,-0.00958,-0.00207,0.02203,-0.00335,0.00726,0.00317,0.00660,0.00969,-0.01046,0.00782,-0.00063,-0.01432,0.00859,0.04246,0.01242,0.00101,0.01244,-0.00735,-0.03353,-0.00167,0.00037,-0.02097,-0.00206,-0.00310,0.00240,-0.00779,0.01694,-0.04772,0.00905,0.00339,0.01547
>Mouse_Mouse_4499	0	0.03346,-0.00145,0.02326,0.00385,0.01025,0.01876,-0.00041,0.02598,0.00421,0.00996,0.01987,0.00050,0.04245,-0.01482,0.01721,0.02164,-0.00204,0.01839,0.01769,-0.00397,0.01933,0.00527,0.04349,0.00307,-0.01208,0.01290,-0.00501,0.06036,0.01950,-0.00711,0.01015,0.00053,0.00470,0.01654,-0.01175,0.01112,-0.00988,0.05079,0.01584,-0.00176
>Mouse_Mouse_4500	0	0.04449,0.03344,0.03204,0.03131,0.00835,0.02835,0.01383,0.02650,0.02428,0.01884,0.01683,0.00328,0.04027,0.01634,0.00420,0.01124,0.00483,0.02843,0.01170,0.00978,0.01807,0.00543,0.02410,0.01299,0.00292,0.02900,0.01420,0.04393,0.02256,-0.00220,0.03155,0.01612,0.03989,0.03224,-0.00909,0.02799,-0.00263,0.02838,0.03648,-0.01321
>Mouse_Mouse_4501	0	0.00933,0.01579,-0.01763,-0.01117,-0.01037,0.00054,0.00185,0.00151,0.00943,0.01507,-0.01187,-0.00395,0.01444,-0.01003,-0.03324,-0.01514,-0.01222,-0.01426,0.01604,-0.01849,-0.02801,-0.00629,0.00489,-0.00528,0.00997,-0.03760,0.01363,-0.00564,0.00359,-0.00277,-0.00289,-0.00713,-0.01662,0.00073,0.05206,0.02326,-0.02434,0.01219,0.00990,-0.02713
>Mouse_Mouse_4502	0	-0.00072,-0.00344,-0.00040,0.03011,0.00059,-0.01410,-0.00318,-0.01178,0.02252,-0.02377,-0.00341,0.01049,0.01167,0.01702,-0.01332,-0.02232,-0.01561,0.02439,0.01257,-0.00759,0.00032,-0.00931,0.03562,0.00551,0.02104,0.00930,0.00483,-0.00689,0.02118,0.03442,0.02823,0.00052,0.01159,0.02723,-0.02182,-0.00990,-0.00126,0.01146,0.02545,-0.02327
>Mouse_Mouse_4503	0	0.02475,-0.00665,0.04832,0.01965,0.00406,0.00885,-0.00705,0.04278,0.02553,-0.00972,0.00361,0.00369,0.05383,0.02644,-0.01838,0.01185,0.00875,0.05266,0.01721,-0.01203,0.01574,-0.00240,0.05726,0.01933,0.03141,0.01173,0.00994,0.05490,0.01826,0.00344,0.00211,-0.00699,0.03844,0.00270,-0.00477,-0.02401,0.00293,0.03446,0.01359,-0.03242
>Mouse_Mouse_4504	0	0.02405,0.00596,0.00159,0.00077,-0.01935,0.00422,-0.00635,0.00659,0.00249,0.01527,-0.00071,0.00559,0.00733,-0.00077,-0.02060,0.02076,0.00410,0.01832,-0.00095,0.03187,-0.01235,-0.00062,-0.01777,-0.00258,-0.03010,-0.01401,-0.00809,0.00560,-0.00206,0.02584,-0.01372,0.00900,-0.01946,0.00433,-0.00086,-0.00243,0.00319,-0.02937,0.00228,0.03431
>Mouse_Mouse_4505	0	0.02019,0.00439,0.01918,0.00127,0.00598,0.01211,-0.00550,0.02861,0.00065,0.01422,-0.00907,0.00775,0.00253,-0.00441,0.00005,-0.01218,0.00775,0.01521,0.00446,0.02681,-0.03265,-0.00226,0.02819,-0.00710,-0.00424,-0.02476,-0.00800,0.02758,-0.00286,0.00572,-0.01605,0.01215,0.03703,0.01158,0.00577,-0.00705,0.00130,0.01249,0.00006,0.01642
>Mouse_Mouse_4506	0	-0.01484,-0.01267,-0.00179,0.00927,0.00126,0.01646,0.00390,0.03498,0.01909,0.01315,0.00151,-0.00543,-0.00604,0.01102,0.00821,-0.00698,-0.00308,0.02204,0.01828,-0.01004,0.02063,0.01959,0.01904,0.01217,-0.01200,-0.01359,-0.01264,0.00615,0.02354,-0.02921,0.00394,0.00890,0.03338,0.02631,-0.01050,-0.01111,-0.00992,-0.00890,0.02658,-0.01243
>Mouse_Mouse_4507	0	0.01672,0.00307,0.01039,-0.00327,0.00761,-0.01426,0.00763,0.00518,-0.01225,0.01303,-0.00088,-0.00042,0.00868,0.00589,0.00772,0.01103,0.00969,0.01172,0.02689,-0.00909,0.00896,0.00714,0.01072,-0.00287,0.00994,-0.01412,-0.00446,0.00503,-0.00407,-0.01842,-0.03069,0.02855,0.00277,-0.01064,-0.00482,-0.00183,0.01538,0.00587,0.03105,-0.00168
>Mouse_Mouse_4508	0	0.01073,-0.01769,0.01321,0.01574,0.01194,-0.01167,0.01428,0.00513,-0.00066,0.01561,0.00682,-0.00065,0.00640,-0.00510,0.01376,0.00871,-0.01227,-0.00029,0.00269,0.01196,-0.01533,0.02088,0.00294,-0.01218,0.01454,0.00260,-0.00655,0.00313,-0.01406,-0.00577,0.00904,0.02330,0.00433,-0.03339,-0.00095,-0.02794,-0.00401,0.00366,0.00106,-0.00068
>Mouse_Mouse_4509	0	0.01316,-0.01749,0.01734,0.02031,0.01203,-0.01731,0.00343,0.00681,-0.00947,-0.00071,-0.00208,0.00194,0.00211,-0.00328,0.00024,0.03048,-0.02291,0.00079,-0.00621,-0.00067,0.00947,0.02769,0.01044,-0.02317,0.00177,-0.01862,-0.00138,0.00777,-0.00452,-0.02542,-0.00527,0.01571,0.00448,0.01039,-0.01966,0.02300,0.00918,0.00604,-0.01672,0.00538
>Mouse_Mouse_4510	0	-0.01294,-0.02302,0.02374,0.02286,0.00904,-0.01930,0.00760,0.01923,-0.00993,-0.00565,0.00063,0.01148,0.00407,0.00187,-0.01305,0.01776,-0.00644,0.00956,0.00606,-0.00981,0.00752,-0.00263,0.01608,-0.00691,-0.02134,-0.02262,-0.00574,0.02201,-0.00417,-0.01687,-0.00214,0.02482,0.01759,0.00583,0.00224,0.00902,-0.02600,0.02599,-0.00494,0.02588
>Mouse_Mouse_4511	0	-0.02130,-0.01612,0.00489,0.00766,0.00321,-0.01283,0.00120,0.00448,-0.00946,-0.01044,0.01253,-0.00069,0.00620,0.00589,0.01256,0.00192,0.00092,0.01558,0.02215,0.00293,0.01618,-0.02900,0.00848,0.01701,-0.02684,-0.02571,0.00824,-0.00027,-0.00916,-0.01416,0.00017,0.00594,0.00955,0.00650,0.00388,0.01949,-0.02296,0.01224,0.01199,-0.00331
>Mouse_Mouse_4512	0	-0.01331,-0.00214,-0.00074,0.00074,-0.00027,-0.00025,0.00722,-0.00186,-0.01017,-0.00056,0.01604,0.00270,0.00172,0.01202,-0.00260,-0.01654,0.00280,-0.02247,0.00327,-0.00174,0.01150,0.01155,-0.01564,-0.01638,-0.00772,-0.00383,0.00898,0.00782,0.01198,-0.00802,-0.00047,0.01211,-0.00409,0.01573,-0.00789,0.00381,-0.01162,0.02346,-0.00513,-0.02710
>Mouse_Mouse_4513	0	-0.01545,0.00465,0.01442,0.00374,0.00615,0.00962,0.01962,0.00670,0.00215,0.00449,-0.01731,-0.00398,-0.00595,0.01263,-0.00032,0.01215,-0.00867,-0.02385,0.01588,0.00027,-0.02197,-0.00051,-0.02951,-0.00194,-0.00575,0.01961,-0.02546,-0.02720,0.00894,-0.00082,0.01421,-0.00825,0.01028,0.01648,0.02057,0.03189,-0.02186,0.00059,0.00548,0.01301
>Mouse_Mouse_4514	0	-0.02975,-0.00010,0.02511,0.00699,0.00977,0.01788,0.01620,0.01133,0.01057,0.00434,-0.01905,-0.00185,-0.01358,0.00712,-0.00174,0.03655,-0.00949,-0.02630,-0.00019,0.00805,-0.04069,-0.00036,-0.04075,0.00009,0.00679,0.03289,-0.02282,-0.02134,0.00923,0.00995,-0.01358,0.00484,-0.00945,0.00141,0.00588,0.03049,-0.01481,0.01661,0.02451,0.00110
>Mouse_Mouse_4515	0	-0.00964,-0.00888,0.01627,0.01093,0.00992,0.01786,0.00715,0.00378,0.00722,0.00506,-0.02864,-0.00121,-0.01430,-0.00495,-0.00395,0.01209,-0.00371,-0.00893,-0.00679,0.01051,-0.02841,0.00589,-0.02117,-0.01185,0.01036,0.01272,-0.00530,-0.01030,0.00475,0.02078,-0.03379,0.01286,-0.01537,-0.00004,0.00687,0.01392,0.00170,0.00670,0.02165,0.01252
>Mouse_Mouse_4516	0	-0.00791,-0.01617,-0.01210,0.01063,-0.00106,0.00053,0.01411,0.01026,0.01096,0.00240,0.00121,0.01554,-0.00712,0.00665,-0.00285,-0.01725,-0.02438,0.00812,0.02579,0.00726,0.00198,0.02554,-0.01790,0.01801,-0.01760,0.00946,-0.02949,0.00555,0.02207,0.01471,-0.03719,0.00788,-0.00858,-0.00489,-0.01371,0.00555,0.00600,0.00751,0.00989,-0.00800
>Mouse_Mouse_4517	0	-0.01414,-0.01297,-0.01245,0.01234,-0.00628,-0.00695,0.00477,0.00496,0.00767,-0.00831,0.00718,0.00939,-0.00257,0.00049,0.00861,-0.01809,-0.02437,0.00946,0.01201,0.00023,0.00632,0.02347,-0.00285,0.01167,-0.03510,0.02056,-0.00110,-0.00730,0.01888,0.00502,-0.01391,0.00009,0.00467,0.01469,0.00694,-0.00306,-0.00891,0.00615,-0.00859,-0.00476
>Mouse_Mouse_4518	0	-0.00661,0.01092,0.03964,0.01581,0.00693,0.02087,0.01720,0.04693,0.03394,0.00304,0.00631,0.00770,0.04738,0.01720,0.01108,0.00094,0.01195,0.04273,0.02080,-0.00550,0.02061,0.00821,0.04236,0.01214,-0.00406,-0.00650,0.01346,0.03186,0.02769,0.01295,0.03804,-0.02040,0.03694,0.01658,0.00390,0.00426,-0.00443,0.02984,0.03854,-0.01758
>Mouse_Mouse_4519	0	-0.00686,0.00770,0.02481,0.01439,-0.01149,0.01804,0.01921,0.02660,0.02313,-0.00236,0.00962,0.00778,0.02796,0.01542,0.00197,-0.00964,0.00823,0.02046,0.01657,0.00060,-0.00392,0.00771,0.02530,0.00868,-0.01605,0.00632,0.00486,0.03541,0.01688,0.01602,-0.00916,0.00885,0.01200,0.00396,-0.00734,0.00456,-0.01750,0.03902,0.00640,-0.01324
>Mouse_Mouse_4520	0	0.01486,0.01898,0.00657,0.01290,0.00905,0.00674,0.01140,-0.00317,0.00665,0.00630,0.02466,0.02033,-0.00367,0.01002,-0.00614,-0.00279,0.01104,-0.00988,-0.00013,0.01322,-0.00933,-0.01297,0.01631,0.00225,0.00086,-0.00698,-0.01277,-0.00363,0.00831,-0.00832,-0.01894,0.01742,0.00898,0.00341,-0.02711,-0.01763,-0.00905,0.00797,0.00474,-0.02837
>Mouse_Mouse_4521	0	0.01604,0.00128,0.00913,-0.00802,-0.02469,-0.00782,-0.01578,0.00231,-0.00043,0.02520,-0.02885,-0.00842,-0.01447,0.00926,-0.01696,0.00028,0.00827,-0.01879,0.00588,0.01049,0.01023,-0.01860,-0.00679,0.01201,-0.00894,0.00368,0.00933,0.01436,-0.01253,0.01014,-0.02382,0.00158,-0.00055,0.00801,-0.03159,-0.03775,-0.00960,0.01847,0.00870,0.01861
>Mouse_Mouse_4522	0	-0.00461,-0.00033,-0.00643,0.01028,-0.00234,-0.00433,0.00015,-0.00845,0.00192,-0.02468,-0.00570,-0.00876,-0.00587,0.01138,0.00869,-0.00519,0.00384,-0.01824,0.02004,-0.00255,0.01215,0.00241,0.01727,0.03055,0.00399,0.01421,-0.03001,-0.00740,0.01174,-0.01603,-0.02178,-0.00023,0.00890,0.00320,-0.02386,-0.01843,-0.00518,0.00939,-0.00089,0.03587
>Mouse_Mouse_4523	0	0.00306,0.00711,0.00662,0.00227,0.00826,-0.00953,-0.01009,0.00329,0.00607,-0.02868,-0.01010,0.00462,-0.01391,0.01026,0.00190,0.00293,0.01469,0.00261,-0.00714,-0.01187,0.00248,0.02359,0.02446,0.01301,-0.00614,-0.01497,0.01069,-0.00387,0.01545,0.02756,-0.00094,-0.00199,-0.00048,0.00822,0.00365,0.01654,0.00132,-0.00076,0.01811,-0.02304
>Mouse_Mouse_4524	0	-0.00545,0.00379,0.01711,0.00472,0.00349,0.01350,-0.00025,0.02305,-0.00513,-0.00941,-0.00988,-0.01174,-0.00154,0.00404,0.01202,-0.00553,0.00448,0.01302,-0.01006,-0.01202,0.00931,0.01063,0.00576,-0.00708,-0.00872,-0.00743,-0.00618,0.01826,0.02510,0.01446,-0.01315,-0.00483,0.01027,0.00906,0.02061,0.00422,0.00725,0.03363,0.00985,0.01744
>Mouse_Mouse_4525	0	0.00880,-0.00584,0.02520,-0.01800,-0.00153,-0.00112,-0.00217,0.02106,0.02600,-0.01625,0.00015,-0.00894,0.02491,-0.00812,0.01614,-0.01116,-0.01641,0.01737,0.02878,-0.00642,-0.01752,0.01677,0.01239,-0.01463,-0.02283,-0.01507,-0.01709,0.01281,0.00392,0.00405,0.01419,0.01659,-0.00139,-0.02936,-0.00671,-0.02778,0.01353,-0.00479,0.02021,-0.02611
>Mouse_Mouse_4526	0	0.01301,-0.00807,0.01343,0.00874,0.00016,0.01128,-0.00326,0.02057,0.01743,-0.01922,0.00024,0.00345,0.03956,-0.00274,-0.00374,0.00242,-0.00577,0.01293,0.02960,0.00434,-0.01275,0.00377,0.01130,0.00029,0.01329,-0.00854,0.02024,0.00505,0.02020,0.00452,-0.01081,0.02146,0.00948,0.00404,0.00305,-0.03124,0.00865,-0.01706,0.03050,0.01661
>Mouse_Mouse_4527	0	0.01500,0.00624,-0.01594,0.01261,0.01710,0.00367,-0.04073,-0.02967,0.01090,0.00658,-0.00676,0.00639,0.03221,0.01544,-0.00476,-0.03658,0.01568,0.00286,0.01211,-0.02031,-0.01689,0.00856,-0.03231,0.01663,-0.00749,-0.00800,-0.00660,0.00364,0.00812,0.00347,-0.00663,-0.03279,0.02941,0.01668,0.02396,0.02311,0.00888,-0.01089,0.00837,0.01236
>Mouse_Mouse_4528	0	0.00682,-0.00456,-0.00885,0.01068,0.00376,-0.00786,-0.00060,-0.02742,-0.00294,0.01187,-0.00488,0.00157,0.02543,0.02197,0.00145,-0.02222,-0.01231,-0.00683,0.01337,-0.02676,0.00281,0.02301,-0.03469,-0.00374,-0.01060,0.00203,-0.01125,0.00647,0.00773,-0.00693,-0.01154,-0.01513,0.02712,0.02044,0.00408,-0.00274,0.00433,-0.01904,0.00189,-0.00642
>Mouse_Mouse_4529	0	0.00993,-0.01477,-0.00162,-0.00050,-0.02165,0.00057,0.00509,-0.02208,-0.01895,-0.00820,-0.00837,0.00926,0.01326,0.00011,0.01333,-0.02548,-0.01490,0.00494,-0.00066,-0.01058,0.01131,0.00841,-0.02335,0.00472,0.00544,-0.00905,-0.00346,0.00003,0.02480,-0.00998,-0.01868,-0.00059,0.00772,-0.01042,0.01486,-0.00914,0.02212,-0.04393,-0.02919,-0.00676
>Mouse_Mouse_4530	0	-0.00750,-0.01116,-0.01006,0.00539,-0.01957,-0.01917,0.01797,0.01182,0.00323,0.00554,0.01528,-0.01162,-0.01782,0.00456,-0.01543,-0.00220,0.00966,0.01944,0.00623,0.02511,-0.00274,0.01052,-0.00631,-0.01554,-0.00416,0.01546,-0.00297,0.02058,-0.00380,0.03218,-0.02018,0.00180,-0.01688,-0.01247,-0.03078,-0.01656,-0.00950,0.02784,-0.00979,0.00359
>Mouse_Mouse_4531	0	0.00449,-0.02260,-0.00481,0.01085,-0.02172,-0.01817,0.01186,0.00819,0.01109,0.00926,-0.02060,-0.02972,-0.01109,0.00461,-0.00331,-0.00851,-0.01947,-0.01433,0.00095,0.00665,0.02761,0.01350,0.00270,-0.01524,0.00480,-0.00836,0.00677,0.01896,-0.00231,0.01040,-0.01503,0.02856,0.00573,-0.01015,-0.01365,-0.02356,0.00833,0.00363,0.00374,0.02230
>Mouse_Mouse_4532	0	-0.00985,0.00432,0.01910,0.01933,-0.00890,0.02789,0.01683,0.01736,0.02360,-0.00605,0.00498,0.00527,0.01009,0.01558,-0.01640,0.00776,0.01036,0.00512,0.01271,0.01881,0.02572,0.00534,0.00511,0.00688,0.00288,-0.00944,0.01132,0.01188,0.01586,-0.00042,0.04407,-0.02166,0.01575,0.01527,-0.01578,0.00298,-0.00314,0.03165,0.02576,0.02046
>Mouse_Mouse_4533	0	-0.00849,0.00131,0.01255,0.01391,-0.01868,0.02896,0.01984,0.03042,0.00921,0.01121,0.00841,0.00488,0.01040,0.00984,-0.01453,-0.00627,0.00734,0.02532,0.00673,0.02301,-0.00303,0.00674,0.00900,0.00639,-0.02082,0.00363,-0.00026,0.02578,0.01091,0.02037,-0.00412,0.00811,0.00734,0.00510,-0.01711,0.00667,-0.01960,0.01731,0.00379,0.01778
>Mouse_Mouse_4534	0	0.00792,0.00487,0.00744,0.01065,-0.01597,0.00297,0.00763,0.02325,0.00610,0.02587,0.02018,0.01244,0.00950,0.01127,-0.01999,-0.02167,0.00693,0.01196,-0.00428,0.02139,-0.01676,-0.00856,0.02949,-0.00040,-0.01930,-0.00681,-0.01913,0.01888,0.00970,0.02367,-0.03073,0.01737,0.01661,-0.00042,-0.01657,0.00387,-0.01280,-0.01073,0.00763,0.02344
>Mouse_Mouse_4535	0	0.00335,0.00060,0.00730,-0.00327,-0.00184,-0.00830,-0.00264,-0.00223,0.01704,0.00229,-0.02547,0.01526,0.00445,0.01104,0.01070,-0.00571,0.00406,-0.00237,0.00562,-0.02023,0.00840,-0.00168,-0.01047,0.01592,-0.00144,0.02004,-0.00635,0.01580,0.00736,-0.02845,0.02254,0.00202,0.02444,0.00295,-0.02223,-0.00796,0.07460,-0.01438,0.02645,0.01646
